"img";"title";"attributes";"sub_title"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards174-copy.png";"Псарь Братства";"<p> Стихия: Нейтральная </p><p>Стоимость: 9</p><p>Здоровье: 6</p><p>Простой удар: 6</p><br>6<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;><img alt= src=http://hobbygames.ru/image/data/Берсерк/tappf.png style=width: 13px; height: 13px;>: <strong>Создайте</strong> три <strong>модуля</strong> по вашему выбору. </img></img>";"Механическая стража не ведает ни устали, ни голода."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards175-copy.png";"Пулеметная команда";"<p> Стихия: Нейтральная </p><p>Стоимость: 6</p><p>Здоровье: 4</p><p>Простой удар: 4</p><br>2<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>: <strong>Усовершенствуйте</strong><strong>Пулеметную команду</strong>, при этом она получает +4 к удару и жизням. </img>";"Боекомплект - на 9000 выстрелов!"
"https://berserk.ru/image/cards/card-95161.jpg";"Изгнание";"<p> Стихия: Тьма </p><p>Стоимость: 1</p><br>Замешайте в колоду выбранное существо, которое вошло в игру без оплаты в предыдущий ход противника.";""
"https://berserk.ru/image/data/Берсерк/BerserkHer/stepi11-copy.png";"Иллюзия";"<p> Стихия: Степи </p><p>Стоимость: 6</p><br><style type=text/css><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style><span 1:2,2:\u0412\u043e\u0437\u044c\u043c\u0438\u0442\u0435= 2= 2:15167,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,14:{1:2,2:3355443},15:arial,16:10}= \n\u043f\u0440\u043e\u0442\u0438\u0432\u043d\u0438\u043a\u0430= \u0420\u044b\u0432\u043e\u043a.\n}= \u0434\u043e= \u0438\u0445,\n\u043e\u043d\u0438= \u043a\u043e\u043d\u0442\u0440\u043e\u043b\u044c= \u043a\u043e\u043d\u0446\u0430= \u043e\u0442\u043a\u0440\u043e\u0439\u0442\u0435= \u043f\u043e\u0434= \u043f\u043e\u043b\u0443\u0447\u0430\u0435\u0442= \u0441\u0443\u0449\u0435\u0441\u0442\u0432\u0430= \u0445\u043e\u0434\u0430,= data-sheets-userformat={ data-sheets-value={ style=font-size:100%;font-family:Arial;color:#333333;>Возьмите под контроль 2 существа<br/> противника до конца хода, откройте их,<br/> они получает <strong>Рывок</strong>.</span><br/>";"«Я был готов дать тебе ту жизнь,которую ты хочешь, чтобы простоудержать тебя от моей!»"
"https://berserk.ru/image/data/Берсерк/BerserkHer/multi15-copy.png";"Ревенант";"<p> Стихия: Горы Тьма </p><p>Стоимость: 5</p><p>Здоровье: 5</p><p>Простой удар: 3</p><br><style type=text/css><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style><span .}= 1:2,2:\u041d\u0430\u0439\u043c:= 2:13119,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,15:arial,16:11}= \n\u0441\u0443\u0449\u0435\u0441\u0442\u0432= \u041f\u043e\u0442\u0435\u0440\u044f\u0442\u044c= \u0425= \u0432\u043e\u0437\u0440\u043e\u0434\u0438\u0442\u0435= \u0434\u043e= \u043a\u043e\u043d\u0446\u0430= \u043b\u044e\u0431\u043e\u0435= \u043f\u0440\u0438= \u0441\u043b\u0435\u0434\u0443\u044e\u0449\u0435\u0433\u043e\n\u0445\u043e\u0434\u0430,= \u0441\u0442\u043e\u0438\u043c\u043e\u0441\u0442\u044c\u044e= \u0441\u0443\u043c\u043c\u0430\u0440\u043d\u043e\u0439= \u0447\u0438\u0441\u043b\u043e= \u044d\u0442\u043e\u043c= data-sheets-userformat={ data-sheets-value={ style=font-size:110%;font-family:Arial;><strong>Найм</strong>: Потеряйте Х<img alt= src=http://hobbygames.ru/image/data/Берсерк/coin1.png style=color: rgb(51, 51, 51); height: 15px; width: 15px;> до конца вашего следующего<br/> хода, при этом возродите любое число<br/> существ суммарной стоимостью Х<img alt= src=http://hobbygames.ru/image/data/Берсерк/coin1.png style=color: rgb(51, 51, 51); height: 15px; width: 15px;> .</img></img></span>";""
"https://berserk.ru/image/cards/card-95568.jpg";"Сеятель грозы";"<p> Стихия: Нейтральная </p><p>Стоимость: 7</p><p>Здоровье: 5</p><p>Простой удар: 7</p><br>Стоит на 3<img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/91510_symbols title=Монета width=15> дешевле, если у любого противника есть <strong>событие</strong> или <strong>местность</strong>. </img>";"Одной рукой - отрыть небесный свод, другой - достать грозу."
"https://berserk.ru/image/data/Берсерк/BerserkHer/dark19-copy.png";"Трутень";"<p> Стихия: Тьма </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 3</p><br><style type=text/css><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style><strong><span 1:2,2:\u0418\u043d\u043a\u0430\u0440\u043d\u0430\u0446\u0438\u044f= 2:12606,4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,15:arial,16:11}= 2.}= data-sheets-userformat={ data-sheets-value={ style=font-size:110%;font-family:Arial;>Инкарнация 2.</span></strong>";"Среди смрадных останков ужеродилось новое поколение тех, ктоненавидит солнце."
"https://berserk.ru/image/cards/card-87065.jpg";"Антар";"<p> Стихия: Леса </p><p>Стоимость: 2</p><p>Здоровье: 4</p><p>Простой удар: 2</p><br>";"Вот взмах а вот ещё один - и кинжал летит прямо в цель."
"https://berserk.ru/image/cards/card-95398.jpg";"Лирайн";"<p> Стихия: Леса </p><p>Стоимость: 1</p><p>Здоровье: 1</p><p>Простой удар: 1</p><br>Найм: Покажите верхнюю карту вашей колоды; если это существо, то возьмите его в руку.";""
"https://berserk.ru/image/data/Берсерк/BerserkHer/swamp18-copy.png";"Трезубец";"<p> Стихия: Болота </p><p>Стоимость: 1</p><br><img alt= src=http://hobbygames.ru/image/data/Берсерк/tap.png style=width: 15px; height: 15px;>: Существо не может атаковать до конца своего хода<br/> (1 раз для каждого существа). </img>";"«Зенда амо ирра Зама-Сатарк!»"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards97_optimized.png";"Жардин";"<p> Стихия: Болота </p><p>Стоимость: 5</p><p>Здоровье: 6</p><p>Простой удар: 4</p><br><strong>Найм: Поиск</strong>любое количество карт<strong>Попутный ветер.</strong>";""
"https://berserk.ru/image/data/Берсерк/BerserkHer/gori9-copy.png";"Ледяное дыхание";"<p> Стихия: Горы </p><p>Стоимость: 6</p><br><style type=text/css><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style><strong><span 1:2,2:\u0421\u043e\u0437\u0434\u0430\u0439\u0442\u0435= 2:15167,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,14:{1:2,2:3355443},15:arial,16:10}= \u042d\u043b\u0435\u043c\u0435\u043d\u0442\u0430\u043b\u0435\u0439= \u0432\u043e\u0437\u0434\u0443\u0445\u0430.\n}= \u0442\u0440\u0435\u0445= data-sheets-userformat={ data-sheets-value={ style=font-size:100%;font-family:Arial;color:#333333;>Создайте </span></strong><span 1:2,2:\u0421\u043e\u0437\u0434\u0430\u0439\u0442\u0435= 2:15167,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,14:{1:2,2:3355443},15:arial,16:10}= \u042d\u043b\u0435\u043c\u0435\u043d\u0442\u0430\u043b\u0435\u0439= \u0432\u043e\u0437\u0434\u0443\u0445\u0430.\n}= \u0442\u0440\u0435\u0445= data-sheets-userformat={ data-sheets-value={ style=font-size:100%;font-family:Arial;color:#333333;>трех </span><strong><span 1:2,2:\u0421\u043e\u0437\u0434\u0430\u0439\u0442\u0435= 2:15167,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,14:{1:2,2:3355443},15:arial,16:10}= \u042d\u043b\u0435\u043c\u0435\u043d\u0442\u0430\u043b\u0435\u0439= \u0432\u043e\u0437\u0434\u0443\u0445\u0430.\n}= \u0442\u0440\u0435\u0445= data-sheets-userformat={ data-sheets-value={ style=font-size:100%;font-family:Arial;color:#333333;>Элементалей воздуха.</span></strong><br/>";"Ледяные порывы ветра способныостудить даже самые горячие сердца. "
"https://berserk.ru/image/data/Берсерк/BerserkHer/neutral27-copy.png";"Охотник на вампиров";"<p> Стихия: Нейтральная </p><p>Стоимость: 4</p><p>Здоровье: 4</p><p>Простой удар: 4</p><br><style type=text/css><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style><span 1:2,2:\u041d\u0430\u043f\u0440\u0430\u0432\u043b\u0435\u043d\u043d\u044b\u0439= 2:13119,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,15:arial,16:11}= \n\u043f\u043e= \u043f\u0435\u0440\u0441\u043e\u043d\u0430\u0436\u0430\u043c.\n}= \u0442\u0435\u043c\u043d\u044b\u043c= \u0443\u0434\u0430\u0440= data-sheets-userformat={ data-sheets-value={ style=font-size:110%;font-family:Arial;><strong>Направленный удар</strong><br/> по темным персонажам.</span><br/>";"Орды нежити идут с темной Пустошисевера. Грядет новая война."
"https://berserk.ru/image/data/Берсерк/BerserkHer/gori15-copy.png";"Потрошитель";"<p> Стихия: Горы </p><p>Стоимость: 1</p><br><span 1= 1:2,2:\u0422\u0410\u041f= 2:15167,3:{1:0},4:{1:2,2:13434624},5:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,14:{1:2,2:3355443},15:arial,16:10}= := \n\u0434\u043e= \u00ab\u041a\u043e\u0433\u0434\u0430= \u0421\u0443\u0449\u0435\u0441\u0442\u0432\u043e= \u0432\u0430\u0448\u0435\u0433\u043e= \u0433\u0435\u0440\u043e\u044e= \u0434\u043e= \u043a\u043e\u043d\u0446\u0430= \u043d\u0430\u043d\u043e\u0441\u0438\u0442\n\u0440\u0430\u043d\u044b= \u043d\u0430\u0447\u0430\u043b\u0430= \u043f\u043e\u043b\u0443\u0447\u0430\u0435\u0442:= \u043f\u0440\u043e\u0442\u0438\u0432\u043d\u0438\u043a\n\u0442\u0435\u0440\u044f\u0435\u0442= \u043f\u0440\u043e\u0442\u0438\u0432\u043d\u0438\u043a\u0430,= \u0445\u043e\u0434\u0430.\n}= \u0445\u043e\u0434\u0430\u00bb= \u044d\u0442\u043e\u0442= data-sheets-userformat={ data-sheets-value={ style=font-size:100%;font-family:Arial;color:#333333;>: Существо получает: «Когда наносит<br/> раны герою противника, этот противник<br/> теряет 1<img alt= src=http://hobbygames.ru/image/data/Берсерк/coin1.png style=height: 15px; width: 15px;> до начала вашего хода»<br/> до конца хода.</img></span><br/>";"Мародерство, может, и не почетно,зато всегда прибыльно."
"https://berserk.ru/image/data/Берсерк/BH10_CARDS41.png";"Наугрим";"<p> Стихия: Горы </p><p>Стоимость: 3</p><p>Здоровье: 6</p><p>Простой удар: 1</p><br><strong>Найм</strong>: Вы можете ранить<strong>Наугрима </strong>на Х, при этом ранить существо на Х. (Х не может быть больше 6)";""
"https://berserk.ru/image/cards/card-92582.jpg";"Ночной убийца";"<p> Стихия: Нейтральная </p><p>Стоимость: 6</p><p>Здоровье: 3</p><p>Простой удар: 7</p><br>";""
"https://berserk.ru/image/data/Берсерк/stepi21-copy.png";"Рыцарь арьергарда";"<p> Стихия: Степи </p><p>Стоимость: 3</p><p>Здоровье: 3</p><p>Простой удар: 4</p><br>Когда вы разыгрываете<strong> приказ</strong>, откройте<strong>Рыцаря арьергарда</strong>, он может снова атаковать. (<em>один раз за ход</em>)";"«Вы слышали командующего!По коням!»"
"https://berserk.ru/image/data/Берсерк/_11342.png";"Старшина";"<p> Стихия: Нейтральная </p><p>Стоимость: 4</p><p>Здоровье: 5</p><p>Простой удар: 4</p><br><strong>Найм:</strong>Выбранное существо должно быть назначено защитником от следующего удара в этот ход.";""
"https://berserk.ru/image/cards/card-95443.jpg";"Хищная поросль";"<p> Стихия: Леса </p><p>Стоимость: 3</p><p>Здоровье: 1</p><p>Простой удар: 3</p><br><strong>Найм</strong>: Замешайте выбранное существо в колоду с любого кладбища; получает +Х к жизням, где Х - количество жизней этого существа.";""
"https://berserk.ru/image/cards/card-95704.jpg";"Кентавр-варвар";"<p> Стихия: Степи </p><p>Стоимость: 3</p><p>Здоровье: 3</p><p>Простой удар: 4</p><br><strong>Рывок.</strong>";"Кентавры - настоящие дети степи, братья самого ветра."
"https://berserk.ru/image/data/Берсерк/BH10_CARDS471.png";"Радгрид";"<p> Стихия: Горы </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 3</p><br><strong>Найм:</strong>Вы можете сбросить<strong>Попутный ветер</strong>, если вы это делаете, положите в игру копию<strong>Радгриды.</strong>";"Все сюда-а-а-а!"
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_35 копия.png";"Гном-подрывник";"<p> Стихия: Горы </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 3</p><br><div> 1<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>: Посмотрите 2 верхние карты колоды противника,<strong> Гном-подрывник</strong> может <strong>добыть</strong> одну из них. </img></div><div> </div>";"	Возмездие врагам грядет из-под земли!"
"https://berserk.ru/image/cards/card-87505.jpg";"Маг ордена Саламандры";"<p> Стихия: Степи </p><p>Стоимость: 3</p><p>Здоровье: 4</p><p>Простой удар: 3</p><br>Найм: Откройте выбранное ваше существо.<br/>";"Огонь не только плавит металл и согревает, он - нечто большее."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards9_optimized.png";"Кешиар";"<p> Стихия: Степи </p><p>Стоимость: 2</p><p>Здоровье: 3</p><p>Простой удар: 2</p><br>Существа с<strong>вымогательстом </strong>стоят на 1<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;> дешевле. </img>";"«Однажды, хоть этот день может никогда не наступить, я попрошу оказать мне услугу, а до тех пор - прими это, как подарок»."
"https://berserk.ru/image/data/Берсерк/_11318.png";"Мрачный распад";"<p> Стихия: Тьма </p><p>Стоимость: 4</p><br>Противник сбрасывает 2 карты.<br/><strong>Поместите 2 Чёрные метки</strong>в колоду противника.";""
"https://berserk.ru/image/data/Берсерк/BerserkHer/neutral30-copy.png";"Поход инквизиции";"<p> Стихия: Нейтральная </p><p>Стоимость: 2</p><br><style type=text/css><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style><span 1:2,2:\u041a\u043e\u0433\u0434\u0430= 2:13119,3:{1:0},4:{1:2,2:16711935},5:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,15:arial,16:11}= \u0432\u043c\u0435\u0441\u0442\u043e= \u0434\u043e\u043b\u0436\u043d\u0430= \u0435\u0433\u043e= \u0435\u0435\n\u043f\u043e\u0434= \u043a\u0430\u0440\u0442\u0430= \u043a\u043b\u0430\u0434\u0431\u0438\u0449\u0435,= \u043a\u043e\u043b\u043e\u0434\u044b.}= \u043d\u0438\u0437= \u043f\u043e\u043b\u043e\u0436\u0438\u0442\u0435= \u043f\u043e\u043f\u0430\u0441\u0442\u044c\n\u043d\u0430= \u043f\u0440\u043e\u0442\u0438\u0432\u043d\u0438\u043a\u0430= \u044d\u0442\u043e\u0433\u043e= data-sheets-userformat={ data-sheets-value={ style=font-size:110%;font-family:Arial;>Когда карта противника должна попасть<br/> на кладбище, вместо этого положите ее<br/> под низ его колоды.</span>";"Сожгите останки!"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards19-copy.png";"Огненный шар";"<p> Стихия: Степи </p><p>Стоимость: 4</p><br>Выберите одно из:<br/>- Ранить всех существ на 1.<br/>- Ранить персонажа на 4.";""
"https://berserk.ru/image/data/Берсерк/BerserkHer/swamp11-copy.png";"Неравноценный обмен";"<p> Стихия: Болота </p><p>Стоимость: 3</p><br><style type=text/css><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style><span 1:2,2:\u0418\u0433\u0440\u043e\u043a= 2:15167,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,14:{1:2,2:3355443},15:arial,16:10}= \n}= \u0412\u0437\u044f\u0442\u044c= \u0431\u0435\u0440\u0435\u0442= \u0432\u0430\u0448\u0435\u043c\u0443= \u0432\u044b\u0431\u043e\u0440\u0443= \u0438= \u0438\u0433\u0440\u043e\u043a= \u043a\u0430\u0440\u0442\u0443= \u043a\u0430\u0440\u0442\u0443.= \u043a\u0430\u0440\u0442\u0443.\n= \u043f\u043e= \u043f\u043e\u043a\u0430\u0437\u044b\u0432\u0430\u0435\u0442= \u0440\u0443\u043a\u0443;= \u0441\u0431\u0440\u0430\u0441\u044b\u0432\u0430\u0435\u0442= \u044d\u0442\u043e\u0442= data-sheets-userformat={ data-sheets-value={ style=font-size:100%;font-family:Arial;color:#333333;>Игрок показывает руку; этот игрок сбрасывает карту по вашему выбору и берет карту.<br/> Взять карту. </span><br/>";"– Как и обещал – голова дракона!– Как и обещал – рука принцессы!"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards97-copy.png";"Извергатель тины";"<p> Стихия: Болота </p><p>Стоимость: 4</p><p>Здоровье: 3</p><p>Простой удар: 3</p><br><strong>Модуль.<br/> Найм:</strong>Положите в руку существо противника с ударом меньше, чем у этого существа.";"Заряд густой тины способен полностью парализовать свою цель."
"https://berserk.ru/image/cards/card-92390.jpg";"Жезл силы Тао-Дана";"<p> Стихия: Степи </p><p>Стоимость: 1</p><br><img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/50332_symbols title=Поворот width=15>: Предотвратите следующую 1 рану, нанесенную выбранному существу. </img>";"Его навершие пульсирует сило песчаных магов."
"https://berserk.ru/image/cards/card-87016.jpg";"Раздавить!";"<p> Стихия: Тьма </p><p>Стоимость: 4</p><br>Уничтожьте выбранное существо, ранить вашего героя на Х, где Х - стоимость этого существа.";"Плюх!"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards58_optimized1.png";"Ярл";"<p> Стихия: Горы </p><p>Стоимость: 6</p><p>Здоровье: 5</p><p>Простой удар: 6</p><br><strong>Неуловимость</strong>от<strong>пиратов.</strong>";"Улерик, командуй!"
"https://berserk.ru/image/cards/card-92355.jpg";"Гарпунщик";"<p> Стихия: Горы </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 2</p><br><strong>Первый удар.</strong>";"Наконечник копья смертоносней клыка.Будет гибель быстра и легка."
"https://berserk.ru/image/cards/card-87084.jpg";"Драксида";"<p> Стихия: Леса </p><p>Стоимость: 1</p><p>Здоровье: 3</p><p>Простой удар: 3</p><br>Найм: Противник получает 1<img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/87793_symbols title=Кристалл width=15> до конца своего хода. </img>";"Оставшись в этом лесу, рассвет уже не видишь."
"https://berserk.ru/image/cards/card-92497.jpg";"Делись секретами";"<p> Стихия: Болота </p><p>Стоимость: 2</p><br>Возьмите 2 карты; противник берет 1 карту.";"Писать письма первой всегда непроста.."
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_47 копия.png";"Прирученный дракон";"<p> Стихия: Горы </p><p>Стоимость: 4</p><p>Здоровье: 3</p><p>Простой удар: 3</p><br><span style=color:#ffffff;><span noto= 13px;= arial,= armenian,= bengali,= cherokee,= devanagari,= ethiopic,= font-size:= geneva,= georgian,= hebrew,= helvetica= kannada,= khmer,= lao,= neue,= osmanya,= sans= sans-serif,= style=font-family: -apple-system, system-ui, Roboto,  tahoma,= tamil,= telugu,= thai,= verdana;=><strong>Кладка</strong>. <strong>Найм</strong>: Ранить до двух существ на 1.</span></span>";""
"https://berserk.ru/image/data/Берсерк/lesa-529-copy.png";"Подлунник";"<p> Стихия: Леса </p><p>Стоимость: 5</p><p>Здоровье: 5</p><p>Простой удар: 5</p><br><strong>Найм: Излечить</strong>персонажа на 5 (<em>Найм срабатывает, когда эта карта входит в игру.</em>)";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-7_cards-PRINT163-copy.png";"Научный метод";"<p> Стихия: Нейтральная </p><p>Стоимость: 5</p><br>Возьмите три карты, если ваш герой -<strong>маг.</strong>Возьмите механизм под контроль, если ваш герой -<strong>жрец.</strong>";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards60_optimized.png";"Алая тетива";"<p> Стихия: Леса </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 2</p><br><strong>Найм: Вымогательство </strong>– 1<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>. В конце вашего хода <strong>Выстрел </strong>на 2. Когда убивает существо, можете вернуть<strong> Алую Тетиву</strong> в руку. </img>";"Повернулся, умер."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-7_cards-PRINT156-copy.png";"Лазерное наведение";"<p> Стихия: Нейтральная </p><p>Стоимость: 3</p><p>Здоровье: 1</p><p>Простой удар: 1</p><br><strong>Модуль.</strong><strong>Направленный удар</strong>по существам.";""
"https://berserk.ru/image/data/Берсерк/lesa-520-copy.png";"Ловчий";"<p> Стихия: Леса </p><p>Стоимость: 3</p><p>Здоровье: 4</p><p>Простой удар: 3</p><br>Каждый раз когда, ваше существозаставили<strong>сразиться</strong>, откройте это существо.";""
"https://berserk.ru/image/cards/card-95430.jpg";"Сияющий щит";"<p> Стихия: Леса </p><p>Стоимость: 1</p><br>Ваш герой не может быть выбран целью первого за ход заклинания.";"Сотни чистых душ в потоке предвечного света сберегут тех, кто еще воплощен под солнцем."
"https://berserk.ru/image/data/Берсерк/_11370.png";"Тергвил";"<p> Стихия: Степи Горы </p><p>Стоимость: 2</p><p>Здоровье: 4</p><p>Простой удар: 1</p><br>Каждый раз, когда<strong>Тергвил </strong>получает раны -<strong>выстрел </strong>на 1.";"Глаз за глаз, шрам за шрам."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards132-copy.png";"Могильный зов";"<p> Стихия: Тьма </p><p>Стоимость: 5</p><br>Если у вас меньше пяти существ, возродите существо.";"Старый друг лучше новых двух."
"https://berserk.ru/image/cards/card-87570.jpg";"Анериада";"<p> Стихия: Болота </p><p>Стоимость: 2</p><p>Здоровье: 3</p><p>Простой удар: 2</p><br>При ударе отравить атакованное существо на 1.";"Коварство обитателей болот безгранично.Ровно как и их красота"
"https://berserk.ru/image/data/Берсерк/multi9copy.png";"Тирви";"<p> Стихия: Степи Леса </p><p>Стоимость: 4</p><p>Здоровье: 5</p><p>Простой удар: 3</p><br>Каждый раз, когда герой противника получает раны от удара,<strong>выстрел </strong>на 1.";"«Лучники! По моей команде!»Валиер Аластар"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards134_optimized.png";"Кумсар";"<p> Стихия: Тьма </p><p>Стоимость: 7</p><p>Здоровье: 6</p><p>Простой удар: 6</p><br>Стоит на 1<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;> дешевле за каждую рану, полученную вашим героем в этом ходу. </img>";""
"https://berserk.ru/image/cards/card-92562.jpg";"Ренегат ордена";"<p> Стихия: Тьма </p><p>Стоимость: 3</p><p>Здоровье: 3</p><p>Простой удар: 1</p><br>Найм: Возродите существо стоимость 2<img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/91510_symbols title=Монета width=15> или менее. </img>";"Красота - далеко не единственный ее козырь.."
